Pos,Penalty,Games,Name,Age,Tgt,Rec,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,Fumbles,PPG,ol,rb,wr,qb,te
TE,1.0,16,MyCole Pruitt,30.0,1.125,0.875,0.0,0.0,0.0,9.0625,0.1875,0.0,2.90625,5.8,6.199999999999999,3.3800000000000003,0.0,7.0
RB,1.0,17,Keith Smith,30.0,0.5882352941176471,0.5294117647058824,1.8235294117647058,0.0,0.5294117647058824,3.2941176470588234,0.0,0.0,1.0411764705882351,5.8,6.199999999999999,3.3800000000000003,0.0,7.0
RB,1.0,12,Damien Williams,30.0,1.9166666666666667,1.3333333333333333,13.666666666666666,0.16666666666666666,3.3333333333333335,8.583333333333334,0.08333333333333333,0.0,5.058333333333334,5.8,6.199999999999999,3.3800000000000003,0.0,7.0
WR,1.0,17,Olamide Zaccheaus,25.0,3.1176470588235294,1.8235294117647058,0.11764705882352941,0.0,0.058823529411764705,23.88235294117647,0.17647058823529413,0.0,5.2823529411764705,5.8,6.199999999999999,3.3800000000000003,0.0,7.0
TE,1.0,17,Mark Andrews,27.0,9.0,6.294117647058823,0.0,0.0,0.058823529411764705,80.05882352941177,0.5294117647058824,0.058823529411764705,17.358823529411765,4.6000000000000005,4.7,3.095,11.0,8.2
WR,1.0,12,Rashod Bateman,23.0,5.666666666666667,3.8333333333333335,0.0,0.0,0.0,42.916666666666664,0.08333333333333333,0.0,8.625,4.6000000000000005,4.7,3.095,11.0,8.2
TE,0.8714285714285713,14,Nick Boyle,29.0,1.3571428571428572,1.0714285714285714,0.0,0.0,0.0,8.214285714285714,0.14285714285714285,0.0,2.75,4.6000000000000005,4.7,3.095,11.0,8.2
RB,1.0,17,Mike Davis,29.0,3.411764705882353,2.588235294117647,29.58823529411765,0.17647058823529413,8.117647058823529,15.235294117647058,0.058823529411764705,0.23529411764705882,8.011764705882353,4.6000000000000005,4.7,3.095,11.0,8.2
RB,0.8,15,J.K. Dobbins,24.0,1.6,1.2,53.666666666666664,0.6,8.933333333333334,8.0,0.0,0.13333333333333333,10.699999999999998,4.6000000000000005,4.7,3.095,11.0,8.2
RB,1.0,12,Kenyan Drake,28.0,3.3333333333333335,2.5,21.166666666666668,0.16666666666666666,5.25,24.25,0.08333333333333333,0.08333333333333333,8.375,4.6000000000000005,4.7,3.095,11.0,8.2
WR,1.0,16,Devin Duvernay,25.0,2.9375,2.0625,3.125,0.0,0.4375,17.0,0.125,0.0625,4.7,4.6000000000000005,4.7,3.095,11.0,8.2
RB,0.8,16,Gus Edwards,27.0,0.8125,0.5625,45.1875,0.375,9.0,8.0625,0.0,0.0625,8.0125,4.6000000000000005,4.7,3.095,11.0,8.2
RB,0.8000000000000002,12,Justice Hill,25.0,0.4166666666666667,0.4166666666666667,5.0,0.0,1.0,1.6666666666666667,0.0,0.0,1.0833333333333335,4.6000000000000005,4.7,3.095,11.0,8.2
WR,1.0,8,Andy Isabella,26.0,0.125,0.125,0.0,0.0,0.0,1.625,0.0,0.0,0.2875,4.6000000000000005,4.7,3.095,11.0,8.2
WR,1.0,16,DeSean Jackson,36.0,2.125,1.25,0.25,0.0,0.0625,28.375,0.125,0.0625,4.737500000000001,4.6000000000000005,4.7,3.095,11.0,8.2
TE,1.0,14,Josh Oliver,25.0,1.0714285714285714,0.6428571428571429,0.0,0.0,0.0,4.714285714285714,0.0,0.07142857142857142,0.9714285714285715,4.6000000000000005,4.7,3.095,11.0,8.2
WR,1.0,14,James Proche,26.0,1.4285714285714286,1.1428571428571428,0.0,0.0,0.0,14.428571428571429,0.0,0.0,2.585714285714286,4.6000000000000005,4.7,3.095,11.0,8.2
RB,1.0,13,Patrick Ricard,28.0,1.0,0.6153846153846154,0.3076923076923077,0.0,0.15384615384615385,4.846153846153846,0.07692307692307693,0.0,1.5923076923076924,4.6000000000000005,4.7,3.095,11.0,8.2
WR,1.0,17,Demarcus Robinson,28.0,2.411764705882353,1.4705882352941178,0.0,0.0,0.0,15.529411764705882,0.17647058823529413,0.0,4.08235294117647,4.6000000000000005,4.7,3.095,11.0,8.2
WR,1.0,17,Tylan Wallace,23.0,0.35294117647058826,0.11764705882352941,0.0,0.0,0.0,1.3529411764705883,0.0,0.0,0.2529411764705882,4.6000000000000005,4.7,3.095,11.0,8.2
WR,1.0,13,Sammy Watkins,29.0,3.769230769230769,2.076923076923077,0.0,0.0,0.0,30.307692307692307,0.07692307692307693,0.07692307692307693,5.415384615384616,4.6000000000000005,4.7,3.095,11.0,8.2
WR,1.0,16,Cole Beasley,33.0,7.0,5.125,0.0,0.0,0.0,43.3125,0.0625,0.0625,9.70625,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
WR,0.8615384615384615,13,John Brown,32.0,4.230769230769231,2.5384615384615383,0.0,0.0,0.0,35.23076923076923,0.23076923076923078,0.0,7.446153846153846,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
WR,1.0,12,Jamison Crowder,29.0,5.916666666666667,4.25,0.0,0.0,0.0,37.25,0.16666666666666666,0.08333333333333333,8.808333333333334,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
WR,1.0,16,Gabriel Davis,23.0,3.9375,2.1875,0.0,0.0,0.0,34.3125,0.375,0.0,7.86875,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
WR,1.0,17,Stefon Diggs,29.0,9.647058823529411,6.0588235294117645,0.0,0.0,0.0,72.05882352941177,0.5882352941176471,0.058823529411764705,16.676470588235297,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
RB,1.0,16,Reggie Gilliam,25.0,0.3125,0.1875,0.1875,0.0,0.1875,1.4375,0.0,0.0,0.35000000000000003,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
RB,1.0,17,Nyheim Hines,26.0,3.3529411764705883,2.3529411764705883,16.235294117647058,0.11764705882352941,3.2941176470588234,18.235294117647058,0.058823529411764705,0.17647058823529413,6.5058823529411764,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
RB,0.8625,16,Duke Johnson,29.0,2.5,2.0,35.3125,0.25,9.25,18.125,0.0625,0.1875,8.84375,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
RB,0.8,13,Taiwan Jones,34.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
TE,1.0,15,Dawson Knox,26.0,4.733333333333333,3.2666666666666666,0.26666666666666666,0.0,0.0,39.13333333333333,0.6,0.0,10.806666666666667,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
WR,1.0,15,Jake Kumerow,30.0,0.4,0.13333333333333333,0.0,0.0,0.0,1.8666666666666667,0.0,0.0,0.32,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
WR,1.0,15,Isaiah McKenzie,27.0,1.7333333333333334,1.3333333333333333,3.1333333333333333,0.06666666666666667,0.6,11.866666666666667,0.06666666666666667,0.13333333333333333,3.3666666666666663,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
RB,1.0,13,Zack Moss,25.0,2.4615384615384617,1.7692307692307692,26.53846153846154,0.3076923076923077,7.384615384615385,15.153846153846153,0.07692307692307693,0.15384615384615385,7.938461538461539,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
RB,1.0,17,Devin Singletary,25.0,2.9411764705882355,2.3529411764705883,51.1764705882353,0.4117647058823529,11.058823529411764,13.411764705882353,0.058823529411764705,0.29411764705882354,11.047058823529413,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
TE,1.0,13,Tommy Sweeney,27.0,0.9230769230769231,0.6923076923076923,0.0,0.0,0.0,3.3846153846153846,0.07692307692307693,0.07692307692307693,1.3384615384615386,8.799999999999999,7.1,8.330000000000002,19.0,4.800000000000001
WR,1.0,17,Chosen Anderson,29.0,6.470588235294118,3.1176470588235294,2.1176470588235294,0.0,0.17647058823529413,30.529411764705884,0.29411764705882354,0.0,8.147058823529411,5.6,5.0,5.9,10.0,1.0
RB,1.0,9,D\'Onta Foreman,26.0,1.2222222222222223,1.0,62.888888888888886,0.3333333333333333,14.777777777777779,13.666666666666666,0.0,0.2222222222222222,10.21111111111111,5.6,5.0,5.9,10.0,1.0
WR,1.0,15,Rashard Higgins,28.0,3.1333333333333333,1.6,0.0,0.0,0.0,18.333333333333332,0.06666666666666667,0.0,3.8333333333333335,5.6,5.0,5.9,10.0,1.0
RB,1.0,17,Chuba Hubbard,23.0,2.176470588235294,1.4705882352941178,36.0,0.29411764705882354,10.117647058823529,10.235294117647058,0.058823529411764705,0.058823529411764705,8.094117647058823,5.6,5.0,5.9,10.0,1.0
WR,1.0,13,Terrace Marshall Jr.,22.0,2.3076923076923075,1.3076923076923077,0.0,0.0,0.0,10.615384615384615,0.0,0.0,2.3692307692307693,5.6,5.0,5.9,10.0,1.0
RB,1.0,7,Christian McCaffrey,26.0,5.857142857142857,5.285714285714286,63.142857142857146,0.14285714285714285,14.142857142857142,49.0,0.14285714285714285,0.14285714285714285,17.92857142857143,5.6,5.0,5.9,10.0,1.0
WR,1.0,17,D.J. Moore,25.0,9.588235294117647,5.470588235294118,2.823529411764706,0.0,0.47058823529411764,68.05882352941177,0.23529411764705882,0.058823529411764705,13.852941176470589,5.6,5.0,5.9,10.0,1.0
TE,1.0,16,Giovanni Ricci,26.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.0,5.9,10.0,1.0
WR,1.0,16,Andre Roberts,34.0,0.125,0.0625,1.1875,0.0,0.1875,2.1875,0.0,0.1875,0.025000000000000022,5.6,5.0,5.9,10.0,1.0
WR,1.0,16,Laviska Shenault Jr.,24.0,6.25,3.9375,2.5625,0.0,0.6875,38.6875,0.0,0.0625,7.9375,5.6,5.0,5.9,10.0,1.0
TE,1.0,17,Ian Thomas,26.0,1.7647058823529411,1.0588235294117647,0.0,0.0,0.0,11.058823529411764,0.0,0.0,2.1647058823529415,5.6,5.0,5.9,10.0,1.0
TE,1.0,16,Tommy Tremble,22.0,2.1875,1.25,0.6875,0.0625,0.1875,11.25,0.0625,0.0,3.19375,5.6,5.0,5.9,10.0,1.0
WR,1.0,8,Preston Williams,25.0,2.0,0.75,0.875,0.0,0.125,8.875,0.0,0.0,1.725,5.6,5.0,5.9,10.0,1.0
RB,1.0,11,Khari Blasingame,26.0,0.18181818181818182,0.18181818181818182,0.5454545454545454,0.0,0.2727272727272727,0.36363636363636365,0.0,0.09090909090909091,0.09090909090909091,7.000000000000001,5.1,7.19,6.0,4.4
WR,1.0,15,Chase Claypool,24.0,7.0,3.933333333333333,6.4,0.0,0.9333333333333333,57.333333333333336,0.13333333333333333,0.0,11.106666666666667,7.000000000000001,5.1,7.19,6.0,4.4
TE,1.0,14,Ryan Griffin,32.0,3.0,1.9285714285714286,0.0,0.0,0.0,18.642857142857142,0.14285714285714285,0.07142857142857142,4.507142857142857,7.000000000000001,5.1,7.19,6.0,4.4
WR,1.0,12,N\'Keal Harry,25.0,1.8333333333333333,1.0,0.0,0.0,0.0,15.333333333333334,0.0,0.08333333333333333,2.3666666666666667,7.000000000000001,5.1,7.19,6.0,4.4
RB,1.0,17,Khalil Herbert,24.0,0.9411764705882353,0.8235294117647058,25.470588235294116,0.11764705882352941,6.0588235294117645,5.647058823529412,0.0,0.058823529411764705,4.523529411764706,7.000000000000001,5.1,7.19,6.0,4.4
TE,1.0,17,Cole Kmet,23.0,5.470588235294118,3.5294117647058822,0.0,0.0,0.058823529411764705,36.0,0.0,0.0,7.129411764705882,7.000000000000001,5.1,7.19,6.0,4.4
RB,1.0,13,David Montgomery,25.0,3.923076923076923,3.230769230769231,65.3076923076923,0.5384615384615384,17.307692307692307,23.153846153846153,0.0,0.07692307692307693,15.153846153846153,7.000000000000001,5.1,7.19,6.0,4.4
WR,1.0,17,Darnell Mooney,25.0,8.235294117647058,4.764705882352941,1.8823529411764706,0.058823529411764705,0.35294117647058826,62.05882352941177,0.23529411764705882,0.0,12.923529411764708,7.000000000000001,5.1,7.19,6.0,4.4
WR,0.86,10,Dante Pettis,27.0,2.2,1.4,0.0,0.0,0.0,16.3,0.2,0.2,3.83,7.000000000000001,5.1,7.19,6.0,4.4
WR,1.0,17,Byron Pringle,29.0,3.5294117647058822,2.4705882352941178,0.0,0.0,0.0,33.411764705882355,0.29411764705882354,0.11764705882352941,7.341176470588236,7.000000000000001,5.1,7.19,6.0,4.4
WR,1.0,8,Ihmir Smith-Marsette,23.0,0.75,0.625,0.0,0.0,0.0,14.5,0.25,0.0,3.575,7.000000000000001,5.1,7.19,6.0,4.4
WR,1.0,13,Equanimeous St. Brown,26.0,1.3076923076923077,0.6923076923076923,1.0769230769230769,0.0,0.23076923076923078,7.538461538461538,0.0,0.0,1.5538461538461539,7.000000000000001,5.1,7.19,6.0,4.4
TE,1.0,12,Trevon Wesco,27.0,0.4166666666666667,0.25,0.0,0.0,0.0,2.9166666666666665,0.0,0.0,0.5416666666666667,7.000000000000001,5.1,7.19,6.0,4.4
TE,0.8,9,Devin Asiasi,25.0,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,4.333333333333333,0.1111111111111111,0.0,1.3222222222222224,6.4,7.9,10.57,15.0,1.8
WR,1.0,16,Tyler Boyd,28.0,5.875,4.1875,1.375,0.0,0.125,51.75,0.3125,0.0625,11.25,6.4,7.9,10.57,15.0,1.8
WR,1.0,17,Ja\'Marr Chase,22.0,7.529411764705882,4.764705882352941,1.2352941176470589,0.0,0.4117647058823529,85.58823529411765,0.7647058823529411,0.11764705882352941,17.8,6.4,7.9,10.57,15.0,1.8
RB,1.0,14,Chris Evans,25.0,1.2142857142857142,1.0714285714285714,5.5,0.0,1.2142857142857142,10.785714285714286,0.14285714285714285,0.0,3.557142857142857,6.4,7.9,10.57,15.0,1.8
WR,1.0,14,Tee Higgins,23.0,7.857142857142857,5.285714285714286,0.0,0.0,0.0,77.92857142857143,0.42857142857142855,0.07142857142857142,15.507142857142856,6.4,7.9,10.57,15.0,1.8
TE,1.0,13,Hayden Hurst,29.0,2.3846153846153846,2.0,0.0,0.0,0.0,17.0,0.23076923076923078,0.23076923076923078,4.623076923076923,6.4,7.9,10.57,15.0,1.8
WR,1.0,7,Trenton Irwin,27.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,4.857142857142857,0.0,0.0,0.7714285714285714,6.4,7.9,10.57,15.0,1.8
RB,1.0,16,Joe Mixon,26.0,3.0,2.625,75.3125,0.8125,18.25,19.625,0.1875,0.125,17.86875,6.4,7.9,10.57,15.0,1.8
WR,1.0,17,Stanley Morgan Jr.,26.0,0.23529411764705882,0.11764705882352941,0.17647058823529413,0.0,0.058823529411764705,0.6470588235294118,0.0,0.0,0.2,6.4,7.9,10.57,15.0,1.8
RB,1.0,16,Samaje Perine,27.0,1.9375,1.6875,15.375,0.0625,3.4375,12.25,0.0625,0.0,5.2,6.4,7.9,10.57,15.0,1.8
TE,1.0,17,Drew Sample,26.0,0.8823529411764706,0.6470588235294118,0.0,0.0,0.0,4.764705882352941,0.0,0.0,1.1235294117647059,6.4,7.9,10.57,15.0,1.8
WR,0.8500000000000001,16,Trent Taylor,28.0,1.5,0.75,0.0,0.0,0.0,7.9375,0.0,0.0,1.5437500000000002,6.4,7.9,10.57,15.0,1.8
WR,1.0,12,Mike Thomas,28.0,0.9166666666666666,0.4166666666666667,0.0,0.0,0.0,4.333333333333333,0.0,0.0,0.8500000000000001,6.4,7.9,10.57,15.0,1.8
TE,1.0,15,Mitchell Wilcox,26.0,0.3333333333333333,0.2,0.0,0.0,0.0,1.0666666666666667,0.0,0.0,0.3066666666666667,6.4,7.9,10.57,15.0,1.8
RB,0.8666666666666667,15,Trayveon Williams,25.0,0.4666666666666667,0.4,13.866666666666667,0.0,2.7333333333333334,2.2666666666666666,0.0,0.06666666666666667,1.88,6.4,7.9,10.57,15.0,1.8
TE,1.0,15,Pharaoh Brown,28.0,2.2666666666666666,1.5333333333333334,0.0,0.0,0.0,11.4,0.0,0.06666666666666667,2.54,7.399999999999999,8.2,5.19,2.0,3.6
TE,1.0,16,Harrison Bryant,24.0,1.75,1.3125,0.0,0.0,0.0,14.5625,0.1875,0.0,3.89375,7.399999999999999,8.2,5.19,2.0,3.6
RB,1.0,14,Nick Chubb,27.0,1.7857142857142858,1.4285714285714286,89.92857142857143,0.5714285714285714,16.285714285714285,12.428571428571429,0.07142857142857142,0.14285714285714285,15.235714285714288,7.399999999999999,8.2,5.19,2.0,3.6
WR,1.0,15,Amari Cooper,28.0,6.933333333333334,4.533333333333333,0.0,0.0,0.0,57.666666666666664,0.5333333333333333,0.06666666666666667,13.366666666666667,7.399999999999999,8.2,5.19,2.0,3.6
WR,1.0,9,Jaelon Darden,23.0,1.3333333333333333,0.6666666666666666,1.2222222222222223,0.0,0.1111111111111111,4.777777777777778,0.0,0.0,1.2666666666666666,7.399999999999999,8.2,5.19,2.0,3.6
RB,1.0,16,Demetric Felton,24.0,1.3125,1.125,1.5,0.0,0.4375,11.3125,0.125,0.25,2.65625,7.399999999999999,8.2,5.19,2.0,3.6
RB,1.0,8,Kareem Hunt,27.0,3.375,2.75,48.25,0.625,9.75,21.75,0.0,0.0,13.5,7.399999999999999,8.2,5.19,2.0,3.6
TE,1.0,14,Jesse James,28.0,0.5714285714285714,0.5,0.0,0.0,0.0,4.428571428571429,0.07142857142857142,0.0,1.3714285714285714,7.399999999999999,8.2,5.19,2.0,3.6
RB,1.0,17,D\'Ernest Johnson,26.0,1.4705882352941178,1.1176470588235294,31.41176470588235,0.17647058823529413,5.882352941176471,8.058823529411764,0.0,0.058823529411764705,6.0058823529411764,7.399999999999999,8.2,5.19,2.0,3.6
RB,0.8,8,John Kelly,26.0,0.0,0.0,2.75,0.0,0.625,0.0,0.0,0.0,0.275,7.399999999999999,8.2,5.19,2.0,3.6
TE,1.0,16,David Njoku,26.0,3.3125,2.25,0.0625,0.0,0.0625,29.6875,0.25,0.0,6.725,7.399999999999999,8.2,5.19,2.0,3.6
WR,1.0,14,Donovan Peoples-Jones,23.0,4.142857142857143,2.4285714285714284,0.0,0.0,0.0,42.642857142857146,0.21428571428571427,0.14285714285714285,7.692857142857143,7.399999999999999,8.2,5.19,2.0,3.6
WR,1.0,16,Chester Rogers,28.0,2.6875,1.875,0.5625,0.0,0.0625,18.8125,0.0625,0.25,3.6875,7.399999999999999,8.2,5.19,2.0,3.6
WR,1.0,14,Anthony Schwartz,22.0,1.6428571428571428,0.7142857142857143,2.7857142857142856,0.0,0.42857142857142855,9.642857142857142,0.07142857142857142,0.0,2.3857142857142857,7.399999999999999,8.2,5.19,2.0,3.6
WR,1.0,13,Noah Brown,26.0,1.9230769230769231,1.2307692307692308,0.0,0.0,0.0,14.153846153846153,0.0,0.0,2.6461538461538465,8.2,8.0,5.994999999999999,14.0,5.6000000000000005
RB,0.8,15,Rico Dowdle,24.0,0.0,0.0,1.6,0.0,0.4666666666666667,0.0,0.0,0.0,0.16000000000000003,8.2,8.0,5.994999999999999,14.0,5.6000000000000005
RB,1.0,17,Ezekiel Elliott,27.0,3.823529411764706,2.764705882352941,58.94117647058823,0.5882352941176471,13.941176470588236,16.88235294117647,0.11764705882352941,0.058823529411764705,14.464705882352941,8.2,8.0,5.994999999999999,14.0,5.6000000000000005
WR,1.0,9,Michael Gallup,26.0,6.888888888888889,3.888888888888889,0.0,0.0,0.0,49.44444444444444,0.2222222222222222,0.0,10.166666666666666,8.2,8.0,5.994999999999999,14.0,5.6000000000000005
WR,1.0,10,T.Y. Hilton,33.0,3.7,2.3,0.0,0.0,0.0,33.1,0.3,0.0,7.41,8.2,8.0,5.994999999999999,14.0,5.6000000000000005
WR,1.0,16,CeeDee Lamb,23.0,7.5,4.9375,4.75,0.0,0.5625,68.875,0.375,0.0,14.55,8.2,8.0,5.994999999999999,14.0,5.6000000000000005
TE,1.0,9,Sean McKeon,25.0,0.6666666666666666,0.4444444444444444,0.0,0.0,0.0,3.0,0.1111111111111111,0.0,1.411111111111111,8.2,8.0,5.994999999999999,14.0,5.6000000000000005
RB,1.0,8,Qadree Ollison,26.0,0.75,0.5,13.125,0.125,2.625,1.5,0.0,0.125,2.4625,8.2,8.0,5.994999999999999,14.0,5.6000000000000005
RB,1.0,15,Tony Pollard,25.0,3.066666666666667,2.6,47.93333333333333,0.13333333333333333,8.666666666666666,22.466666666666665,0.0,0.13333333333333333,10.173333333333332,8.2,8.0,5.994999999999999,14.0,5.6000000000000005
TE,1.0,17,Dalton Schultz,26.0,6.117647058823529,4.588235294117647,0.0,0.0,0.0,47.529411764705884,0.47058823529411764,0.0,12.16470588235294,8.2,8.0,5.994999999999999,14.0,5.6000000000000005
WR,1.0,15,James Washington,26.0,2.933333333333333,1.6,0.8666666666666667,0.0,0.13333333333333333,19.0,0.13333333333333333,0.0,4.386666666666667,8.2,8.0,5.994999999999999,14.0,5.6000000000000005
RB,0.6,16,Andrew Beck,26.0,0.75,0.5625,0.1875,0.0,0.0625,5.625,0.0625,0.0,1.51875,6.4,7.699999999999999,4.855,12.0,2.4000000000000004
RB,1.0,8,Mike Boone,27.0,0.25,0.25,4.375,0.0,0.5,2.75,0.0,0.0,0.9625,6.4,7.699999999999999,4.855,12.0,2.4000000000000004
WR,1.0,7,Tyrie Cleveland,25.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,7.699999999999999,4.855,12.0,2.4000000000000004
RB,1.0,12,Chase Edmonds,26.0,4.416666666666667,3.5833333333333335,49.333333333333336,0.16666666666666666,9.666666666666666,25.916666666666668,0.0,0.08333333333333333,11.941666666666668,6.4,7.699999999999999,4.855,12.0,2.4000000000000004
RB,1.0,16,Melvin Gordon,29.0,2.375,1.75,57.375,0.5,12.6875,13.3125,0.125,0.1875,12.193750000000001,6.4,7.699999999999999,4.855,12.0,2.4000000000000004
WR,0.8375,16,KJ Hamler,23.0,4.125,2.1875,2.5,0.0,0.5625,28.4375,0.1875,0.125,6.15625,6.4,7.699999999999999,4.855,12.0,2.4000000000000004
